"interval_start_utc","interval_end_utc","load"
2024-05-15 19:45:00,2024-05-15 19:50:00,28372
2024-05-15 19:50:00,2024-05-15 19:55:00,28442
2024-05-15 19:55:00,2024-05-15 20:00:00,28490
2024-05-15 20:00:00,2024-05-15 20:05:00,28534
2024-05-15 20:05:00,2024-05-15 20:10:00,28513
2024-05-15 20:10:00,2024-05-15 20:15:00,28470
2024-05-15 20:15:00,2024-05-15 20:20:00,28542
2024-05-15 20:20:00,2024-05-15 20:25:00,28517
2024-05-15 20:25:00,2024-05-15 20:30:00,28520
2024-05-15 20:30:00,2024-05-15 20:35:00,28510
2024-05-15 20:35:00,2024-05-15 20:40:00,28430
2024-05-15 20:40:00,2024-05-15 20:45:00,28390
2024-05-15 20:45:00,2024-05-15 20:50:00,28308
2024-05-15 20:50:00,2024-05-15 20:55:00,28234
2024-05-15 20:55:00,2024-05-15 21:00:00,28158
2024-05-15 21:00:00,2024-05-15 21:05:00,28057
2024-05-15 21:05:00,2024-05-15 21:10:00,28105
2024-05-15 21:10:00,2024-05-15 21:15:00,28082
2024-05-15 21:15:00,2024-05-15 21:20:00,27955
2024-05-15 21:20:00,2024-05-15 21:25:00,27927
2024-05-15 21:25:00,2024-05-15 21:30:00,27814
2024-05-15 21:30:00,2024-05-15 21:35:00,27721
2024-05-15 21:35:00,2024-05-15 21:40:00,27559
2024-05-15 21:40:00,2024-05-15 21:45:00,27441
2024-05-15 21:45:00,2024-05-15 21:50:00,27306
2024-05-15 21:50:00,2024-05-15 21:55:00,27174
2024-05-15 21:55:00,2024-05-15 22:00:00,27005
2024-05-15 22:00:00,2024-05-15 22:05:00,26874
2024-05-15 22:05:00,2024-05-15 22:10:00,26721
2024-05-15 22:10:00,2024-05-15 22:15:00,26585
2024-05-15 22:15:00,2024-05-15 22:20:00,26391
2024-05-15 22:20:00,2024-05-15 22:25:00,26220
2024-05-15 22:25:00,2024-05-15 22:30:00,26114
2024-05-15 22:30:00,2024-05-15 22:35:00,25948
2024-05-15 22:35:00,2024-05-15 22:40:00,25762
2024-05-15 22:40:00,2024-05-15 22:45:00,25562
2024-05-15 22:45:00,2024-05-15 22:50:00,25403
2024-05-15 22:50:00,2024-05-15 22:55:00,25231
2024-05-15 22:55:00,2024-05-15 23:00:00,25057
2024-05-15 23:00:00,2024-05-15 23:05:00,24910
2024-05-15 23:05:00,2024-05-15 23:10:00,24744
2024-05-15 23:10:00,2024-05-15 23:15:00,24579
2024-05-15 23:15:00,2024-05-15 23:20:00,24415
2024-05-15 23:20:00,2024-05-15 23:25:00,24319
2024-05-15 23:25:00,2024-05-15 23:30:00,24135
2024-05-15 23:30:00,2024-05-15 23:35:00,24008
2024-05-15 23:35:00,2024-05-15 23:40:00,23861
2024-05-15 23:40:00,2024-05-15 23:45:00,23662
2024-05-15 23:45:00,2024-05-15 23:50:00,23544
2024-05-15 23:50:00,2024-05-15 23:55:00,23417
2024-05-15 23:55:00,2024-05-16,23290
2024-05-16,2024-05-16 00:05:00,23137
2024-05-16 00:05:00,2024-05-16 00:10:00,23363
2024-05-16 00:10:00,2024-05-16 00:15:00,23483
2024-05-16 00:15:00,2024-05-16 00:20:00,23404
2024-05-16 00:20:00,2024-05-16 00:25:00,23425
2024-05-16 00:25:00,2024-05-16 00:30:00,23300
2024-05-16 00:30:00,2024-05-16 00:35:00,23212
2024-05-16 00:35:00,2024-05-16 00:40:00,23114
2024-05-16 00:40:00,2024-05-16 00:45:00,22947
2024-05-16 00:45:00,2024-05-16 00:50:00,22768
2024-05-16 00:50:00,2024-05-16 00:55:00,22639
2024-05-16 00:55:00,2024-05-16 01:00:00,22520
2024-05-16 01:00:00,2024-05-16 01:05:00,22427
2024-05-16 01:05:00,2024-05-16 01:10:00,22379
2024-05-16 01:10:00,2024-05-16 01:15:00,22331
2024-05-16 01:15:00,2024-05-16 01:20:00,22267
2024-05-16 01:20:00,2024-05-16 01:25:00,22161
2024-05-16 01:25:00,2024-05-16 01:30:00,22104
2024-05-16 01:30:00,2024-05-16 01:35:00,22028
2024-05-16 01:35:00,2024-05-16 01:40:00,21939
2024-05-16 01:40:00,2024-05-16 01:45:00,21870
2024-05-16 01:45:00,2024-05-16 01:50:00,21809
2024-05-16 01:50:00,2024-05-16 01:55:00,21730
2024-05-16 01:55:00,2024-05-16 02:00:00,21599
2024-05-16 02:00:00,2024-05-16 02:05:00,21534
2024-05-16 02:05:00,2024-05-16 02:10:00,21560
2024-05-16 02:10:00,2024-05-16 02:15:00,21533
2024-05-16 02:15:00,2024-05-16 02:20:00,21503
2024-05-16 02:20:00,2024-05-16 02:25:00,21415
2024-05-16 02:25:00,2024-05-16 02:30:00,21388
2024-05-16 02:30:00,2024-05-16 02:35:00,21341
2024-05-16 02:35:00,2024-05-16 02:40:00,21287
2024-05-16 02:40:00,2024-05-16 02:45:00,21261
2024-05-16 02:45:00,2024-05-16 02:50:00,21176
2024-05-16 02:50:00,2024-05-16 02:55:00,21156
2024-05-16 02:55:00,2024-05-16 03:00:00,21112
2024-05-16 03:00:00,2024-05-16 03:05:00,21045
2024-05-16 03:05:00,2024-05-16 03:10:00,21083
2024-05-16 03:10:00,2024-05-16 03:15:00,21128
2024-05-16 03:15:00,2024-05-16 03:20:00,21113
2024-05-16 03:20:00,2024-05-16 03:25:00,21075
2024-05-16 03:25:00,2024-05-16 03:30:00,21010
2024-05-16 03:30:00,2024-05-16 03:35:00,21033
2024-05-16 03:35:00,2024-05-16 03:40:00,21002
2024-05-16 03:40:00,2024-05-16 03:45:00,20977
2024-05-16 03:45:00,2024-05-16 03:50:00,20954
2024-05-16 03:50:00,2024-05-16 03:55:00,20956
2024-05-16 03:55:00,2024-05-16 04:00:00,20937
2024-05-16 04:00:00,2024-05-16 04:05:00,20950
2024-05-16 04:05:00,2024-05-16 04:10:00,21004
2024-05-16 04:10:00,2024-05-16 04:15:00,21162
2024-05-16 04:15:00,2024-05-16 04:20:00,21162
2024-05-16 04:20:00,2024-05-16 04:25:00,21154
2024-05-16 04:25:00,2024-05-16 04:30:00,21191
2024-05-16 04:30:00,2024-05-16 04:35:00,21214
2024-05-16 04:35:00,2024-05-16 04:40:00,21260
2024-05-16 04:40:00,2024-05-16 04:45:00,21276
2024-05-16 04:45:00,2024-05-16 04:50:00,21339
2024-05-16 04:50:00,2024-05-16 04:55:00,21361
2024-05-16 04:55:00,2024-05-16 05:00:00,21417
2024-05-16 05:00:00,2024-05-16 05:05:00,21532
2024-05-16 05:05:00,2024-05-16 05:10:00,21716
2024-05-16 05:10:00,2024-05-16 05:15:00,21930
2024-05-16 05:15:00,2024-05-16 05:20:00,22049
2024-05-16 05:20:00,2024-05-16 05:25:00,22096
2024-05-16 05:25:00,2024-05-16 05:30:00,22192
2024-05-16 05:30:00,2024-05-16 05:35:00,22217
2024-05-16 05:35:00,2024-05-16 05:40:00,22303
2024-05-16 05:40:00,2024-05-16 05:45:00,22436
2024-05-16 05:45:00,2024-05-16 05:50:00,22461
2024-05-16 05:50:00,2024-05-16 05:55:00,22544
2024-05-16 05:55:00,2024-05-16 06:00:00,22523
2024-05-16 06:00:00,2024-05-16 06:05:00,22525
2024-05-16 06:05:00,2024-05-16 06:10:00,22786
2024-05-16 06:10:00,2024-05-16 06:15:00,23154
2024-05-16 06:15:00,2024-05-16 06:20:00,23275
2024-05-16 06:20:00,2024-05-16 06:25:00,23428
2024-05-16 06:25:00,2024-05-16 06:30:00,23462
2024-05-16 06:30:00,2024-05-16 06:35:00,23534
2024-05-16 06:35:00,2024-05-16 06:40:00,23626
2024-05-16 06:40:00,2024-05-16 06:45:00,23690
2024-05-16 06:45:00,2024-05-16 06:50:00,23775
2024-05-16 06:50:00,2024-05-16 06:55:00,23876
2024-05-16 06:55:00,2024-05-16 07:00:00,23933
2024-05-16 07:00:00,2024-05-16 07:05:00,23717
2024-05-16 07:05:00,2024-05-16 07:10:00,23932
2024-05-16 07:10:00,2024-05-16 07:15:00,24000
2024-05-16 07:15:00,2024-05-16 07:20:00,24106
2024-05-16 07:20:00,2024-05-16 07:25:00,24112
2024-05-16 07:25:00,2024-05-16 07:30:00,24064
2024-05-16 07:30:00,2024-05-16 07:35:00,23932
2024-05-16 07:35:00,2024-05-16 07:40:00,24027
2024-05-16 07:40:00,2024-05-16 07:45:00,24028
2024-05-16 07:45:00,2024-05-16 07:50:00,23923
2024-05-16 07:50:00,2024-05-16 07:55:00,24042
2024-05-16 07:55:00,2024-05-16 08:00:00,23859
2024-05-16 08:00:00,2024-05-16 08:05:00,23768
2024-05-16 08:05:00,2024-05-16 08:10:00,23859
2024-05-16 08:10:00,2024-05-16 08:15:00,23824
2024-05-16 08:15:00,2024-05-16 08:20:00,23802
2024-05-16 08:20:00,2024-05-16 08:25:00,23736
2024-05-16 08:25:00,2024-05-16 08:30:00,23723
2024-05-16 08:30:00,2024-05-16 08:35:00,23751
2024-05-16 08:35:00,2024-05-16 08:40:00,23657
2024-05-16 08:40:00,2024-05-16 08:45:00,23556
2024-05-16 08:45:00,2024-05-16 08:50:00,23557
2024-05-16 08:50:00,2024-05-16 08:55:00,23539
2024-05-16 08:55:00,2024-05-16 09:00:00,23507
2024-05-16 09:00:00,2024-05-16 09:05:00,23462
2024-05-16 09:05:00,2024-05-16 09:10:00,23493
2024-05-16 09:10:00,2024-05-16 09:15:00,23522
2024-05-16 09:15:00,2024-05-16 09:20:00,23540
2024-05-16 09:20:00,2024-05-16 09:25:00,23505
2024-05-16 09:25:00,2024-05-16 09:30:00,23407
2024-05-16 09:30:00,2024-05-16 09:35:00,23330
2024-05-16 09:35:00,2024-05-16 09:40:00,23251
2024-05-16 09:40:00,2024-05-16 09:45:00,23238
2024-05-16 09:45:00,2024-05-16 09:50:00,23159
2024-05-16 09:50:00,2024-05-16 09:55:00,23098
2024-05-16 09:55:00,2024-05-16 10:00:00,23005
2024-05-16 10:00:00,2024-05-16 10:05:00,22912
2024-05-16 10:05:00,2024-05-16 10:10:00,22827
2024-05-16 10:10:00,2024-05-16 10:15:00,22683
2024-05-16 10:15:00,2024-05-16 10:20:00,22616
2024-05-16 10:20:00,2024-05-16 10:25:00,22558
2024-05-16 10:25:00,2024-05-16 10:30:00,22520
2024-05-16 10:30:00,2024-05-16 10:35:00,22434
2024-05-16 10:35:00,2024-05-16 10:40:00,22412
2024-05-16 10:40:00,2024-05-16 10:45:00,22454
2024-05-16 10:45:00,2024-05-16 10:50:00,22275
2024-05-16 10:50:00,2024-05-16 10:55:00,22283
2024-05-16 10:55:00,2024-05-16 11:00:00,22241
2024-05-16 11:00:00,2024-05-16 11:05:00,22154
2024-05-16 11:05:00,2024-05-16 11:10:00,22012
2024-05-16 11:10:00,2024-05-16 11:15:00,21895
2024-05-16 11:15:00,2024-05-16 11:20:00,21780
2024-05-16 11:20:00,2024-05-16 11:25:00,21709
2024-05-16 11:25:00,2024-05-16 11:30:00,21657
2024-05-16 11:30:00,2024-05-16 11:35:00,21550
2024-05-16 11:35:00,2024-05-16 11:40:00,21599
2024-05-16 11:40:00,2024-05-16 11:45:00,21479
2024-05-16 11:45:00,2024-05-16 11:50:00,21414
2024-05-16 11:50:00,2024-05-16 11:55:00,21303
2024-05-16 11:55:00,2024-05-16 12:00:00,21304
2024-05-16 12:00:00,2024-05-16 12:05:00,21299
2024-05-16 12:05:00,2024-05-16 12:10:00,21074
2024-05-16 12:10:00,2024-05-16 12:15:00,21006
2024-05-16 12:15:00,2024-05-16 12:20:00,21000
2024-05-16 12:20:00,2024-05-16 12:25:00,20942
2024-05-16 12:25:00,2024-05-16 12:30:00,20816
2024-05-16 12:30:00,2024-05-16 12:35:00,20760
2024-05-16 12:35:00,2024-05-16 12:40:00,20733
2024-05-16 12:40:00,2024-05-16 12:45:00,20665
2024-05-16 12:45:00,2024-05-16 12:50:00,20644
2024-05-16 12:50:00,2024-05-16 12:55:00,20593
2024-05-16 12:55:00,2024-05-16 13:00:00,20596
2024-05-16 13:00:00,2024-05-16 13:05:00,20570
2024-05-16 13:05:00,2024-05-16 13:10:00,20611
2024-05-16 13:10:00,2024-05-16 13:15:00,20568
2024-05-16 13:15:00,2024-05-16 13:20:00,20536
2024-05-16 13:20:00,2024-05-16 13:25:00,20616
2024-05-16 13:25:00,2024-05-16 13:30:00,20572
2024-05-16 13:30:00,2024-05-16 13:35:00,20498
2024-05-16 13:35:00,2024-05-16 13:40:00,20536
2024-05-16 13:40:00,2024-05-16 13:45:00,20545
2024-05-16 13:45:00,2024-05-16 13:50:00,20570
2024-05-16 13:50:00,2024-05-16 13:55:00,20607
2024-05-16 13:55:00,2024-05-16 14:00:00,20602
2024-05-16 14:00:00,2024-05-16 14:05:00,20713
2024-05-16 14:05:00,2024-05-16 14:10:00,20738
2024-05-16 14:10:00,2024-05-16 14:15:00,20846
2024-05-16 14:15:00,2024-05-16 14:20:00,20933
2024-05-16 14:20:00,2024-05-16 14:25:00,20994
2024-05-16 14:25:00,2024-05-16 14:30:00,21019
2024-05-16 14:30:00,2024-05-16 14:35:00,21042
2024-05-16 14:35:00,2024-05-16 14:40:00,21129
2024-05-16 14:40:00,2024-05-16 14:45:00,21230
2024-05-16 14:45:00,2024-05-16 14:50:00,21260
2024-05-16 14:50:00,2024-05-16 14:55:00,21227
2024-05-16 14:55:00,2024-05-16 15:00:00,21347
2024-05-16 15:00:00,2024-05-16 15:05:00,21488
2024-05-16 15:05:00,2024-05-16 15:10:00,21319
2024-05-16 15:10:00,2024-05-16 15:15:00,21314
2024-05-16 15:15:00,2024-05-16 15:20:00,21473
2024-05-16 15:20:00,2024-05-16 15:25:00,21592
2024-05-16 15:25:00,2024-05-16 15:30:00,21652
2024-05-16 15:30:00,2024-05-16 15:35:00,21572
2024-05-16 15:35:00,2024-05-16 15:40:00,21673
2024-05-16 15:40:00,2024-05-16 15:45:00,21822
2024-05-16 15:45:00,2024-05-16 15:50:00,21945
2024-05-16 15:50:00,2024-05-16 15:55:00,22071
2024-05-16 15:55:00,2024-05-16 16:00:00,22204
2024-05-16 16:00:00,2024-05-16 16:05:00,22308
2024-05-16 16:05:00,2024-05-16 16:10:00,22351
2024-05-16 16:10:00,2024-05-16 16:15:00,22360
2024-05-16 16:15:00,2024-05-16 16:20:00,22515
2024-05-16 16:20:00,2024-05-16 16:25:00,22669
2024-05-16 16:25:00,2024-05-16 16:30:00,22817
2024-05-16 16:30:00,2024-05-16 16:35:00,22991
2024-05-16 16:35:00,2024-05-16 16:40:00,23128
2024-05-16 16:40:00,2024-05-16 16:45:00,23288
2024-05-16 16:45:00,2024-05-16 16:50:00,23447
2024-05-16 16:50:00,2024-05-16 16:55:00,23655
2024-05-16 16:55:00,2024-05-16 17:00:00,23745
2024-05-16 17:00:00,2024-05-16 17:05:00,23943
2024-05-16 17:05:00,2024-05-16 17:10:00,23909
2024-05-16 17:10:00,2024-05-16 17:15:00,24027
2024-05-16 17:15:00,2024-05-16 17:20:00,24162
2024-05-16 17:20:00,2024-05-16 17:25:00,24292
2024-05-16 17:25:00,2024-05-16 17:30:00,24510
2024-05-16 17:30:00,2024-05-16 17:35:00,24679
2024-05-16 17:35:00,2024-05-16 17:40:00,24912
2024-05-16 17:40:00,2024-05-16 17:45:00,25086
2024-05-16 17:45:00,2024-05-16 17:50:00,25312
2024-05-16 17:50:00,2024-05-16 17:55:00,25488
2024-05-16 17:55:00,2024-05-16 18:00:00,25599
2024-05-16 18:00:00,2024-05-16 18:05:00,25621
2024-05-16 18:05:00,2024-05-16 18:10:00,25615
2024-05-16 18:10:00,2024-05-16 18:15:00,25733
2024-05-16 18:15:00,2024-05-16 18:20:00,25939
2024-05-16 18:20:00,2024-05-16 18:25:00,26037
2024-05-16 18:25:00,2024-05-16 18:30:00,26243
2024-05-16 18:30:00,2024-05-16 18:35:00,26408
2024-05-16 18:35:00,2024-05-16 18:40:00,26577
2024-05-16 18:40:00,2024-05-16 18:45:00,26669
2024-05-16 18:45:00,2024-05-16 18:50:00,26833
2024-05-16 18:50:00,2024-05-16 18:55:00,26968
2024-05-16 18:55:00,2024-05-16 19:00:00,27056
2024-05-16 19:00:00,2024-05-16 19:05:00,27145
2024-05-16 19:05:00,2024-05-16 19:10:00,27226
2024-05-16 19:10:00,2024-05-16 19:15:00,27271
2024-05-16 19:15:00,2024-05-16 19:20:00,27376
2024-05-16 19:20:00,2024-05-16 19:25:00,27469
2024-05-16 19:25:00,2024-05-16 19:30:00,27556
2024-05-16 19:30:00,2024-05-16 19:35:00,27636
2024-05-16 19:35:00,2024-05-16 19:40:00,27695
2024-05-16 19:40:00,2024-05-16 19:45:00,27755
2024-05-16 19:45:00,2024-05-16 19:50:00,27806
2024-05-16 19:50:00,2024-05-16 19:55:00,27831
2024-05-16 19:55:00,2024-05-16 20:00:00,27917
2024-05-16 20:00:00,2024-05-16 20:05:00,27909
2024-05-16 20:05:00,2024-05-16 20:10:00,27946
2024-05-16 20:10:00,2024-05-16 20:15:00,28005
2024-05-16 20:15:00,2024-05-16 20:20:00,28040
2024-05-16 20:20:00,2024-05-16 20:25:00,28055
2024-05-16 20:25:00,2024-05-16 20:30:00,28041
2024-05-16 20:30:00,2024-05-16 20:35:00,28022
2024-05-16 20:35:00,2024-05-16 20:40:00,28006
2024-05-16 20:40:00,2024-05-16 20:45:00,27942
2024-05-16 20:45:00,2024-05-16 20:50:00,27847
2024-05-16 20:50:00,2024-05-16 20:55:00,27777
2024-05-16 20:55:00,2024-05-16 21:00:00,27734
2024-05-16 21:00:00,2024-05-16 21:05:00,27643
2024-05-16 21:05:00,2024-05-16 21:10:00,27601
2024-05-16 21:10:00,2024-05-16 21:15:00,27648
2024-05-16 21:15:00,2024-05-16 21:20:00,27555
2024-05-16 21:20:00,2024-05-16 21:25:00,27506
2024-05-16 21:25:00,2024-05-16 21:30:00,27399
2024-05-16 21:30:00,2024-05-16 21:35:00,27290
2024-05-16 21:35:00,2024-05-16 21:40:00,27168
2024-05-16 21:40:00,2024-05-16 21:45:00,27058
2024-05-16 21:45:00,2024-05-16 21:50:00,26886
2024-05-16 21:50:00,2024-05-16 21:55:00,26781
2024-05-16 21:55:00,2024-05-16 22:00:00,26626
2024-05-16 22:00:00,2024-05-16 22:05:00,26472
2024-05-16 22:05:00,2024-05-16 22:10:00,26264
2024-05-16 22:10:00,2024-05-16 22:15:00,26054
2024-05-16 22:15:00,2024-05-16 22:20:00,25922
2024-05-16 22:20:00,2024-05-16 22:25:00,25775
2024-05-16 22:25:00,2024-05-16 22:30:00,25627
2024-05-16 22:30:00,2024-05-16 22:35:00,25508
2024-05-16 22:35:00,2024-05-16 22:40:00,25336
2024-05-16 22:40:00,2024-05-16 22:45:00,25178
2024-05-16 22:45:00,2024-05-16 22:50:00,24973
2024-05-16 22:50:00,2024-05-16 22:55:00,24835
2024-05-16 22:55:00,2024-05-16 23:00:00,24658
2024-05-16 23:00:00,2024-05-16 23:05:00,24557
2024-05-16 23:05:00,2024-05-16 23:10:00,24303
2024-05-16 23:10:00,2024-05-16 23:15:00,24273
2024-05-16 23:15:00,2024-05-16 23:20:00,24150
2024-05-16 23:20:00,2024-05-16 23:25:00,24075
2024-05-16 23:25:00,2024-05-16 23:30:00,23889
2024-05-16 23:30:00,2024-05-16 23:35:00,23708
2024-05-16 23:35:00,2024-05-16 23:40:00,23621
2024-05-16 23:40:00,2024-05-16 23:45:00,23407
2024-05-16 23:45:00,2024-05-16 23:50:00,23368
2024-05-16 23:50:00,2024-05-16 23:55:00,23186
2024-05-16 23:55:00,2024-05-17,23025
2024-05-17,2024-05-17 00:05:00,22892
2024-05-17 00:05:00,2024-05-17 00:10:00,23041
2024-05-17 00:10:00,2024-05-17 00:15:00,23108
2024-05-17 00:15:00,2024-05-17 00:20:00,23020
2024-05-17 00:20:00,2024-05-17 00:25:00,22990
2024-05-17 00:25:00,2024-05-17 00:30:00,22915
2024-05-17 00:30:00,2024-05-17 00:35:00,22811
2024-05-17 00:35:00,2024-05-17 00:40:00,22720
2024-05-17 00:40:00,2024-05-17 00:45:00,22603
2024-05-17 00:45:00,2024-05-17 00:50:00,22497
2024-05-17 00:50:00,2024-05-17 00:55:00,22392
2024-05-17 00:55:00,2024-05-17 01:00:00,22332
2024-05-17 01:00:00,2024-05-17 01:05:00,22234
2024-05-17 01:05:00,2024-05-17 01:10:00,22233
2024-05-17 01:10:00,2024-05-17 01:15:00,22191
2024-05-17 01:15:00,2024-05-17 01:20:00,22120
2024-05-17 01:20:00,2024-05-17 01:25:00,22020
2024-05-17 01:25:00,2024-05-17 01:30:00,22033
2024-05-17 01:30:00,2024-05-17 01:35:00,21844
2024-05-17 01:35:00,2024-05-17 01:40:00,21784
2024-05-17 01:40:00,2024-05-17 01:45:00,21699
2024-05-17 01:45:00,2024-05-17 01:50:00,21640
2024-05-17 01:50:00,2024-05-17 01:55:00,21577
2024-05-17 01:55:00,2024-05-17 02:00:00,21476
2024-05-17 02:00:00,2024-05-17 02:05:00,21396
2024-05-17 02:05:00,2024-05-17 02:10:00,21386
2024-05-17 02:10:00,2024-05-17 02:15:00,21401
2024-05-17 02:15:00,2024-05-17 02:20:00,21401
2024-05-17 02:20:00,2024-05-17 02:25:00,21333
2024-05-17 02:25:00,2024-05-17 02:30:00,21242
2024-05-17 02:30:00,2024-05-17 02:35:00,21198
2024-05-17 02:35:00,2024-05-17 02:40:00,21153
2024-05-17 02:40:00,2024-05-17 02:45:00,21093
2024-05-17 02:45:00,2024-05-17 02:50:00,20997
2024-05-17 02:50:00,2024-05-17 02:55:00,21017
2024-05-17 02:55:00,2024-05-17 03:00:00,20962
2024-05-17 03:00:00,2024-05-17 03:05:00,20923
2024-05-17 03:05:00,2024-05-17 03:10:00,21026
2024-05-17 03:10:00,2024-05-17 03:15:00,21083
2024-05-17 03:15:00,2024-05-17 03:20:00,21044
2024-05-17 03:20:00,2024-05-17 03:25:00,21051
2024-05-17 03:25:00,2024-05-17 03:30:00,20967
2024-05-17 03:30:00,2024-05-17 03:35:00,20967
2024-05-17 03:35:00,2024-05-17 03:40:00,20936
2024-05-17 03:40:00,2024-05-17 03:45:00,20926
2024-05-17 03:45:00,2024-05-17 03:50:00,20915
2024-05-17 03:50:00,2024-05-17 03:55:00,20930
2024-05-17 03:55:00,2024-05-17 04:00:00,20905
2024-05-17 04:00:00,2024-05-17 04:05:00,20892
2024-05-17 04:05:00,2024-05-17 04:10:00,20949
2024-05-17 04:10:00,2024-05-17 04:15:00,21010
2024-05-17 04:15:00,2024-05-17 04:20:00,21077
2024-05-17 04:20:00,2024-05-17 04:25:00,21050
2024-05-17 04:25:00,2024-05-17 04:30:00,21121
2024-05-17 04:30:00,2024-05-17 04:35:00,21166
2024-05-17 04:35:00,2024-05-17 04:40:00,21189
2024-05-17 04:40:00,2024-05-17 04:45:00,21198
2024-05-17 04:45:00,2024-05-17 04:50:00,21262
2024-05-17 04:50:00,2024-05-17 04:55:00,21308
2024-05-17 04:55:00,2024-05-17 05:00:00,21336
2024-05-17 05:00:00,2024-05-17 05:05:00,21430
2024-05-17 05:05:00,2024-05-17 05:10:00,21592
2024-05-17 05:10:00,2024-05-17 05:15:00,21934
2024-05-17 05:15:00,2024-05-17 05:20:00,21997
2024-05-17 05:20:00,2024-05-17 05:25:00,22073
2024-05-17 05:25:00,2024-05-17 05:30:00,22116
2024-05-17 05:30:00,2024-05-17 05:35:00,22174
2024-05-17 05:35:00,2024-05-17 05:40:00,22333
2024-05-17 05:40:00,2024-05-17 05:45:00,22400
2024-05-17 05:45:00,2024-05-17 05:50:00,22459
2024-05-17 05:50:00,2024-05-17 05:55:00,22463
2024-05-17 05:55:00,2024-05-17 06:00:00,22507
2024-05-17 06:00:00,2024-05-17 06:05:00,22558
2024-05-17 06:05:00,2024-05-17 06:10:00,22831
2024-05-17 06:10:00,2024-05-17 06:15:00,22983
2024-05-17 06:15:00,2024-05-17 06:20:00,23091
2024-05-17 06:20:00,2024-05-17 06:25:00,23271
2024-05-17 06:25:00,2024-05-17 06:30:00,23238
2024-05-17 06:30:00,2024-05-17 06:35:00,23290
2024-05-17 06:35:00,2024-05-17 06:40:00,23403
2024-05-17 06:40:00,2024-05-17 06:45:00,23488
2024-05-17 06:45:00,2024-05-17 06:50:00,23539
2024-05-17 06:50:00,2024-05-17 06:55:00,23573
2024-05-17 06:55:00,2024-05-17 07:00:00,23651
2024-05-17 07:00:00,2024-05-17 07:05:00,23737
2024-05-17 07:05:00,2024-05-17 07:10:00,23945
2024-05-17 07:10:00,2024-05-17 07:15:00,24093
2024-05-17 07:15:00,2024-05-17 07:20:00,24212
2024-05-17 07:20:00,2024-05-17 07:25:00,24213
2024-05-17 07:25:00,2024-05-17 07:30:00,24150
2024-05-17 07:30:00,2024-05-17 07:35:00,24175
2024-05-17 07:35:00,2024-05-17 07:40:00,24440
2024-05-17 07:40:00,2024-05-17 07:45:00,24116
2024-05-17 07:45:00,2024-05-17 07:50:00,24057
2024-05-17 07:50:00,2024-05-17 07:55:00,24029
2024-05-17 07:55:00,2024-05-17 08:00:00,23860
2024-05-17 08:00:00,2024-05-17 08:05:00,23782
2024-05-17 08:05:00,2024-05-17 08:10:00,23922
2024-05-17 08:10:00,2024-05-17 08:15:00,23905
2024-05-17 08:15:00,2024-05-17 08:20:00,23942
2024-05-17 08:20:00,2024-05-17 08:25:00,23868
2024-05-17 08:25:00,2024-05-17 08:30:00,23813
2024-05-17 08:30:00,2024-05-17 08:35:00,23767
2024-05-17 08:35:00,2024-05-17 08:40:00,23744
2024-05-17 08:40:00,2024-05-17 08:45:00,23689
2024-05-17 08:45:00,2024-05-17 08:50:00,23688
2024-05-17 08:50:00,2024-05-17 08:55:00,23609
2024-05-17 08:55:00,2024-05-17 09:00:00,23520
2024-05-17 09:00:00,2024-05-17 09:05:00,23549
2024-05-17 09:05:00,2024-05-17 09:10:00,23595
2024-05-17 09:10:00,2024-05-17 09:15:00,23503
2024-05-17 09:15:00,2024-05-17 09:20:00,23371
2024-05-17 09:20:00,2024-05-17 09:25:00,23375
2024-05-17 09:25:00,2024-05-17 09:30:00,23424
2024-05-17 09:30:00,2024-05-17 09:35:00,23356
2024-05-17 09:35:00,2024-05-17 09:40:00,23255
2024-05-17 09:40:00,2024-05-17 09:45:00,23187
2024-05-17 09:45:00,2024-05-17 09:50:00,23099
2024-05-17 09:50:00,2024-05-17 09:55:00,23015
2024-05-17 09:55:00,2024-05-17 10:00:00,22944
2024-05-17 10:00:00,2024-05-17 10:05:00,22872
2024-05-17 10:05:00,2024-05-17 10:10:00,22706
2024-05-17 10:10:00,2024-05-17 10:15:00,22547
2024-05-17 10:15:00,2024-05-17 10:20:00,22509
2024-05-17 10:20:00,2024-05-17 10:25:00,22451
2024-05-17 10:25:00,2024-05-17 10:30:00,22374
2024-05-17 10:30:00,2024-05-17 10:35:00,22278
2024-05-17 10:35:00,2024-05-17 10:40:00,22185
2024-05-17 10:40:00,2024-05-17 10:45:00,22113
2024-05-17 10:45:00,2024-05-17 10:50:00,22036
2024-05-17 10:50:00,2024-05-17 10:55:00,21947
2024-05-17 10:55:00,2024-05-17 11:00:00,21882
2024-05-17 11:00:00,2024-05-17 11:05:00,21814
2024-05-17 11:05:00,2024-05-17 11:10:00,21911
2024-05-17 11:10:00,2024-05-17 11:15:00,21906
2024-05-17 11:15:00,2024-05-17 11:20:00,21785
2024-05-17 11:20:00,2024-05-17 11:25:00,21609
2024-05-17 11:25:00,2024-05-17 11:30:00,21468
2024-05-17 11:30:00,2024-05-17 11:35:00,21445
2024-05-17 11:35:00,2024-05-17 11:40:00,21443
2024-05-17 11:40:00,2024-05-17 11:45:00,21213
2024-05-17 11:45:00,2024-05-17 11:50:00,21241
2024-05-17 11:50:00,2024-05-17 11:55:00,21142
