"interval_start_utc","interval_end_utc","load"
2024-04-30 15:55:00,2024-04-30 16:00:00,19338
2024-04-30 16:00:00,2024-04-30 16:05:00,19460
2024-04-30 16:05:00,2024-04-30 16:10:00,19344
2024-04-30 16:10:00,2024-04-30 16:15:00,19389
2024-04-30 16:15:00,2024-04-30 16:20:00,19643
2024-04-30 16:20:00,2024-04-30 16:25:00,19857
2024-04-30 16:25:00,2024-04-30 16:30:00,20057
2024-04-30 16:30:00,2024-04-30 16:35:00,20185
2024-04-30 16:35:00,2024-04-30 16:40:00,20329
2024-04-30 16:40:00,2024-04-30 16:45:00,20557
2024-04-30 16:45:00,2024-04-30 16:50:00,20763
2024-04-30 16:50:00,2024-04-30 16:55:00,20931
2024-04-30 16:55:00,2024-04-30 17:00:00,21176
2024-04-30 17:00:00,2024-04-30 17:05:00,21301
2024-04-30 17:05:00,2024-04-30 17:10:00,21340
2024-04-30 17:10:00,2024-04-30 17:15:00,21543
2024-04-30 17:15:00,2024-04-30 17:20:00,21697
2024-04-30 17:20:00,2024-04-30 17:25:00,21930
2024-04-30 17:25:00,2024-04-30 17:30:00,22145
2024-04-30 17:30:00,2024-04-30 17:35:00,22377
2024-04-30 17:35:00,2024-04-30 17:40:00,22445
2024-04-30 17:40:00,2024-04-30 17:45:00,22653
2024-04-30 17:45:00,2024-04-30 17:50:00,22896
2024-04-30 17:50:00,2024-04-30 17:55:00,23205
2024-04-30 17:55:00,2024-04-30 18:00:00,23390
2024-04-30 18:00:00,2024-04-30 18:05:00,23539
2024-04-30 18:05:00,2024-04-30 18:10:00,23417
2024-04-30 18:10:00,2024-04-30 18:15:00,23449
2024-04-30 18:15:00,2024-04-30 18:20:00,23638
2024-04-30 18:20:00,2024-04-30 18:25:00,23798
2024-04-30 18:25:00,2024-04-30 18:30:00,23995
2024-04-30 18:30:00,2024-04-30 18:35:00,24195
2024-04-30 18:35:00,2024-04-30 18:40:00,24329
2024-04-30 18:40:00,2024-04-30 18:45:00,24551
2024-04-30 18:45:00,2024-04-30 18:50:00,24636
2024-04-30 18:50:00,2024-04-30 18:55:00,24808
2024-04-30 18:55:00,2024-04-30 19:00:00,24936
2024-04-30 19:00:00,2024-04-30 19:05:00,25074
2024-04-30 19:05:00,2024-04-30 19:10:00,25089
2024-04-30 19:10:00,2024-04-30 19:15:00,25190
2024-04-30 19:15:00,2024-04-30 19:20:00,25306
2024-04-30 19:20:00,2024-04-30 19:25:00,25437
2024-04-30 19:25:00,2024-04-30 19:30:00,25543
2024-04-30 19:30:00,2024-04-30 19:35:00,25665
2024-04-30 19:35:00,2024-04-30 19:40:00,25774
2024-04-30 19:40:00,2024-04-30 19:45:00,25881
2024-04-30 19:45:00,2024-04-30 19:50:00,25959
2024-04-30 19:50:00,2024-04-30 19:55:00,26127
2024-04-30 19:55:00,2024-04-30 20:00:00,26283
2024-04-30 20:00:00,2024-04-30 20:05:00,26321
2024-04-30 20:05:00,2024-04-30 20:10:00,26331
2024-04-30 20:10:00,2024-04-30 20:15:00,26385
2024-04-30 20:15:00,2024-04-30 20:20:00,26383
2024-04-30 20:20:00,2024-04-30 20:25:00,26433
2024-04-30 20:25:00,2024-04-30 20:30:00,26398
2024-04-30 20:30:00,2024-04-30 20:35:00,26394
2024-04-30 20:35:00,2024-04-30 20:40:00,26344
2024-04-30 20:40:00,2024-04-30 20:45:00,26289
2024-04-30 20:45:00,2024-04-30 20:50:00,26205
2024-04-30 20:50:00,2024-04-30 20:55:00,26080
2024-04-30 20:55:00,2024-04-30 21:00:00,26046
2024-04-30 21:00:00,2024-04-30 21:05:00,25965
2024-04-30 21:05:00,2024-04-30 21:10:00,26010
2024-04-30 21:10:00,2024-04-30 21:15:00,25983
2024-04-30 21:15:00,2024-04-30 21:20:00,25913
2024-04-30 21:20:00,2024-04-30 21:25:00,25877
2024-04-30 21:25:00,2024-04-30 21:30:00,25771
2024-04-30 21:30:00,2024-04-30 21:35:00,25648
2024-04-30 21:35:00,2024-04-30 21:40:00,25502
2024-04-30 21:40:00,2024-04-30 21:45:00,25410
2024-04-30 21:45:00,2024-04-30 21:50:00,25273
2024-04-30 21:50:00,2024-04-30 21:55:00,25157
2024-04-30 21:55:00,2024-04-30 22:00:00,24993
2024-04-30 22:00:00,2024-04-30 22:05:00,24875
2024-04-30 22:05:00,2024-04-30 22:10:00,24741
2024-04-30 22:10:00,2024-04-30 22:15:00,24593
2024-04-30 22:15:00,2024-04-30 22:20:00,24443
2024-04-30 22:20:00,2024-04-30 22:25:00,24316
2024-04-30 22:25:00,2024-04-30 22:30:00,24177
2024-04-30 22:30:00,2024-04-30 22:35:00,24022
2024-04-30 22:35:00,2024-04-30 22:40:00,23848
2024-04-30 22:40:00,2024-04-30 22:45:00,23708
2024-04-30 22:45:00,2024-04-30 22:50:00,23582
2024-04-30 22:50:00,2024-04-30 22:55:00,23423
2024-04-30 22:55:00,2024-04-30 23:00:00,23274
2024-04-30 23:00:00,2024-04-30 23:05:00,23096
2024-04-30 23:05:00,2024-04-30 23:10:00,22990
2024-04-30 23:10:00,2024-04-30 23:15:00,22860
2024-04-30 23:15:00,2024-04-30 23:20:00,22685
2024-04-30 23:20:00,2024-04-30 23:25:00,22568
2024-04-30 23:25:00,2024-04-30 23:30:00,22446
2024-04-30 23:30:00,2024-04-30 23:35:00,22341
2024-04-30 23:35:00,2024-04-30 23:40:00,21985
2024-04-30 23:40:00,2024-04-30 23:45:00,21842
2024-04-30 23:45:00,2024-04-30 23:50:00,21642
2024-04-30 23:50:00,2024-04-30 23:55:00,21815
2024-04-30 23:55:00,2024-05-01,21648
2024-05-01,2024-05-01 00:05:00,21568
2024-05-01 00:05:00,2024-05-01 00:10:00,21526
2024-05-01 00:10:00,2024-05-01 00:15:00,21868
2024-05-01 00:15:00,2024-05-01 00:20:00,21559
2024-05-01 00:20:00,2024-05-01 00:25:00,21767
2024-05-01 00:25:00,2024-05-01 00:30:00,21566
2024-05-01 00:30:00,2024-05-01 00:35:00,21555
2024-05-01 00:35:00,2024-05-01 00:40:00,21426
2024-05-01 00:40:00,2024-05-01 00:45:00,21158
2024-05-01 00:45:00,2024-05-01 00:50:00,21294
2024-05-01 00:50:00,2024-05-01 00:55:00,21048
2024-05-01 00:55:00,2024-05-01 01:00:00,21074
2024-05-01 01:00:00,2024-05-01 01:05:00,21070
2024-05-01 01:05:00,2024-05-01 01:10:00,20838
2024-05-01 01:10:00,2024-05-01 01:15:00,20929
2024-05-01 01:15:00,2024-05-01 01:20:00,20855
2024-05-01 01:20:00,2024-05-01 01:25:00,20664
2024-05-01 01:25:00,2024-05-01 01:30:00,20562
2024-05-01 01:30:00,2024-05-01 01:35:00,20590
2024-05-01 01:35:00,2024-05-01 01:40:00,20571
2024-05-01 01:40:00,2024-05-01 01:45:00,20522
2024-05-01 01:45:00,2024-05-01 01:50:00,20457
2024-05-01 01:50:00,2024-05-01 01:55:00,20343
2024-05-01 01:55:00,2024-05-01 02:00:00,20285
2024-05-01 02:00:00,2024-05-01 02:05:00,20254
2024-05-01 02:05:00,2024-05-01 02:10:00,20240
2024-05-01 02:10:00,2024-05-01 02:15:00,20258
2024-05-01 02:15:00,2024-05-01 02:20:00,20190
2024-05-01 02:20:00,2024-05-01 02:25:00,20155
2024-05-01 02:25:00,2024-05-01 02:30:00,20118
2024-05-01 02:30:00,2024-05-01 02:35:00,20059
2024-05-01 02:35:00,2024-05-01 02:40:00,20012
2024-05-01 02:40:00,2024-05-01 02:45:00,19992
2024-05-01 02:45:00,2024-05-01 02:50:00,19975
2024-05-01 02:50:00,2024-05-01 02:55:00,19934
2024-05-01 02:55:00,2024-05-01 03:00:00,19835
2024-05-01 03:00:00,2024-05-01 03:05:00,19840
2024-05-01 03:05:00,2024-05-01 03:10:00,19874
2024-05-01 03:10:00,2024-05-01 03:15:00,19946
2024-05-01 03:15:00,2024-05-01 03:20:00,19980
2024-05-01 03:20:00,2024-05-01 03:25:00,19941
2024-05-01 03:25:00,2024-05-01 03:30:00,19960
2024-05-01 03:30:00,2024-05-01 03:35:00,19957
2024-05-01 03:35:00,2024-05-01 03:40:00,19925
2024-05-01 03:40:00,2024-05-01 03:45:00,19900
2024-05-01 03:45:00,2024-05-01 03:50:00,19896
2024-05-01 03:50:00,2024-05-01 03:55:00,19907
2024-05-01 03:55:00,2024-05-01 04:00:00,19908
2024-05-01 04:00:00,2024-05-01 04:05:00,19910
2024-05-01 04:05:00,2024-05-01 04:10:00,19980
2024-05-01 04:10:00,2024-05-01 04:15:00,20049
2024-05-01 04:15:00,2024-05-01 04:20:00,20084
2024-05-01 04:20:00,2024-05-01 04:25:00,20126
2024-05-01 04:25:00,2024-05-01 04:30:00,20153
2024-05-01 04:30:00,2024-05-01 04:35:00,20180
2024-05-01 04:35:00,2024-05-01 04:40:00,20252
2024-05-01 04:40:00,2024-05-01 04:45:00,20317
2024-05-01 04:45:00,2024-05-01 04:50:00,20343
2024-05-01 04:50:00,2024-05-01 04:55:00,20413
2024-05-01 04:55:00,2024-05-01 05:00:00,20445
2024-05-01 05:00:00,2024-05-01 05:05:00,20540
2024-05-01 05:05:00,2024-05-01 05:10:00,20745
2024-05-01 05:10:00,2024-05-01 05:15:00,20962
2024-05-01 05:15:00,2024-05-01 05:20:00,21107
2024-05-01 05:20:00,2024-05-01 05:25:00,21187
2024-05-01 05:25:00,2024-05-01 05:30:00,21265
2024-05-01 05:30:00,2024-05-01 05:35:00,21354
2024-05-01 05:35:00,2024-05-01 05:40:00,21469
2024-05-01 05:40:00,2024-05-01 05:45:00,21605
2024-05-01 05:45:00,2024-05-01 05:50:00,21700
2024-05-01 05:50:00,2024-05-01 05:55:00,21791
2024-05-01 05:55:00,2024-05-01 06:00:00,21883
2024-05-01 06:00:00,2024-05-01 06:05:00,21961
2024-05-01 06:05:00,2024-05-01 06:10:00,22257
2024-05-01 06:10:00,2024-05-01 06:15:00,22410
2024-05-01 06:15:00,2024-05-01 06:20:00,22513
2024-05-01 06:20:00,2024-05-01 06:25:00,22606
2024-05-01 06:25:00,2024-05-01 06:30:00,22695
2024-05-01 06:30:00,2024-05-01 06:35:00,22706
2024-05-01 06:35:00,2024-05-01 06:40:00,22825
2024-05-01 06:40:00,2024-05-01 06:45:00,22950
2024-05-01 06:45:00,2024-05-01 06:50:00,22997
2024-05-01 06:50:00,2024-05-01 06:55:00,23043
2024-05-01 06:55:00,2024-05-01 07:00:00,23051
2024-05-01 07:00:00,2024-05-01 07:05:00,23157
2024-05-01 07:05:00,2024-05-01 07:10:00,23289
2024-05-01 07:10:00,2024-05-01 07:15:00,23400
2024-05-01 07:15:00,2024-05-01 07:20:00,23548
2024-05-01 07:20:00,2024-05-01 07:25:00,23527
2024-05-01 07:25:00,2024-05-01 07:30:00,23443
2024-05-01 07:30:00,2024-05-01 07:35:00,23329
2024-05-01 07:35:00,2024-05-01 07:40:00,23284
2024-05-01 07:40:00,2024-05-01 07:45:00,23258
2024-05-01 07:45:00,2024-05-01 07:50:00,23171
2024-05-01 07:50:00,2024-05-01 07:55:00,23040
2024-05-01 07:55:00,2024-05-01 08:00:00,22898
2024-05-01 08:00:00,2024-05-01 08:05:00,22795
2024-05-01 08:05:00,2024-05-01 08:10:00,22774
2024-05-01 08:10:00,2024-05-01 08:15:00,22653
2024-05-01 08:15:00,2024-05-01 08:20:00,22514
2024-05-01 08:20:00,2024-05-01 08:25:00,22388
2024-05-01 08:25:00,2024-05-01 08:30:00,22336
2024-05-01 08:30:00,2024-05-01 08:35:00,22164
2024-05-01 08:35:00,2024-05-01 08:40:00,22138
2024-05-01 08:40:00,2024-05-01 08:45:00,22040
2024-05-01 08:45:00,2024-05-01 08:50:00,21936
2024-05-01 08:50:00,2024-05-01 08:55:00,21768
2024-05-01 08:55:00,2024-05-01 09:00:00,21610
2024-05-01 09:00:00,2024-05-01 09:05:00,21469
2024-05-01 09:05:00,2024-05-01 09:10:00,21267
2024-05-01 09:10:00,2024-05-01 09:15:00,21131
2024-05-01 09:15:00,2024-05-01 09:20:00,21039
2024-05-01 09:20:00,2024-05-01 09:25:00,20843
2024-05-01 09:25:00,2024-05-01 09:30:00,20676
2024-05-01 09:30:00,2024-05-01 09:35:00,20498
2024-05-01 09:35:00,2024-05-01 09:40:00,20340
2024-05-01 09:40:00,2024-05-01 09:45:00,20229
2024-05-01 09:45:00,2024-05-01 09:50:00,19939
2024-05-01 09:50:00,2024-05-01 09:55:00,19861
2024-05-01 09:55:00,2024-05-01 10:00:00,19750
2024-05-01 10:00:00,2024-05-01 10:05:00,19558
2024-05-01 10:05:00,2024-05-01 10:10:00,19535
2024-05-01 10:10:00,2024-05-01 10:15:00,19414
2024-05-01 10:15:00,2024-05-01 10:20:00,19192
2024-05-01 10:20:00,2024-05-01 10:25:00,19038
2024-05-01 10:25:00,2024-05-01 10:30:00,18891
2024-05-01 10:30:00,2024-05-01 10:35:00,18724
2024-05-01 10:35:00,2024-05-01 10:40:00,18630
2024-05-01 10:40:00,2024-05-01 10:45:00,18497
2024-05-01 10:45:00,2024-05-01 10:50:00,18357
2024-05-01 10:50:00,2024-05-01 10:55:00,18233
2024-05-01 10:55:00,2024-05-01 11:00:00,18106
2024-05-01 11:00:00,2024-05-01 11:05:00,17950
2024-05-01 11:05:00,2024-05-01 11:10:00,18060
2024-05-01 11:10:00,2024-05-01 11:15:00,17897
2024-05-01 11:15:00,2024-05-01 11:20:00,17811
2024-05-01 11:20:00,2024-05-01 11:25:00,17721
2024-05-01 11:25:00,2024-05-01 11:30:00,17613
2024-05-01 11:30:00,2024-05-01 11:35:00,17502
2024-05-01 11:35:00,2024-05-01 11:40:00,17397
2024-05-01 11:40:00,2024-05-01 11:45:00,17370
2024-05-01 11:45:00,2024-05-01 11:50:00,17311
2024-05-01 11:50:00,2024-05-01 11:55:00,17209
2024-05-01 11:55:00,2024-05-01 12:00:00,17129
2024-05-01 12:00:00,2024-05-01 12:05:00,17133
2024-05-01 12:05:00,2024-05-01 12:10:00,17090
2024-05-01 12:10:00,2024-05-01 12:15:00,17115
2024-05-01 12:15:00,2024-05-01 12:20:00,17020
2024-05-01 12:20:00,2024-05-01 12:25:00,17004
2024-05-01 12:25:00,2024-05-01 12:30:00,16990
2024-05-01 12:30:00,2024-05-01 12:35:00,16967
2024-05-01 12:35:00,2024-05-01 12:40:00,16930
2024-05-01 12:40:00,2024-05-01 12:45:00,16953
2024-05-01 12:45:00,2024-05-01 12:50:00,16906
2024-05-01 12:50:00,2024-05-01 12:55:00,16929
2024-05-01 12:55:00,2024-05-01 13:00:00,16893
2024-05-01 13:00:00,2024-05-01 13:05:00,16875
2024-05-01 13:05:00,2024-05-01 13:10:00,16908
2024-05-01 13:10:00,2024-05-01 13:15:00,16808
2024-05-01 13:15:00,2024-05-01 13:20:00,16830
2024-05-01 13:20:00,2024-05-01 13:25:00,16836
2024-05-01 13:25:00,2024-05-01 13:30:00,16942
2024-05-01 13:30:00,2024-05-01 13:35:00,16973
2024-05-01 13:35:00,2024-05-01 13:40:00,17114
2024-05-01 13:40:00,2024-05-01 13:45:00,17116
2024-05-01 13:45:00,2024-05-01 13:50:00,17192
2024-05-01 13:50:00,2024-05-01 13:55:00,17257
2024-05-01 13:55:00,2024-05-01 14:00:00,17273
2024-05-01 14:00:00,2024-05-01 14:05:00,17268
2024-05-01 14:05:00,2024-05-01 14:10:00,17260
2024-05-01 14:10:00,2024-05-01 14:15:00,17354
2024-05-01 14:15:00,2024-05-01 14:20:00,17434
2024-05-01 14:20:00,2024-05-01 14:25:00,17477
2024-05-01 14:25:00,2024-05-01 14:30:00,17527
2024-05-01 14:30:00,2024-05-01 14:35:00,17601
2024-05-01 14:35:00,2024-05-01 14:40:00,17720
2024-05-01 14:40:00,2024-05-01 14:45:00,17816
2024-05-01 14:45:00,2024-05-01 14:50:00,17835
2024-05-01 14:50:00,2024-05-01 14:55:00,17893
2024-05-01 14:55:00,2024-05-01 15:00:00,17975
2024-05-01 15:00:00,2024-05-01 15:05:00,18108
2024-05-01 15:05:00,2024-05-01 15:10:00,18156
2024-05-01 15:10:00,2024-05-01 15:15:00,17966
2024-05-01 15:15:00,2024-05-01 15:20:00,18088
2024-05-01 15:20:00,2024-05-01 15:25:00,18381
2024-05-01 15:25:00,2024-05-01 15:30:00,18503
2024-05-01 15:30:00,2024-05-01 15:35:00,18603
2024-05-01 15:35:00,2024-05-01 15:40:00,18756
2024-05-01 15:40:00,2024-05-01 15:45:00,18854
2024-05-01 15:45:00,2024-05-01 15:50:00,19000
2024-05-01 15:50:00,2024-05-01 15:55:00,19123
2024-05-01 15:55:00,2024-05-01 16:00:00,19245
2024-05-01 16:00:00,2024-05-01 16:05:00,19380
2024-05-01 16:05:00,2024-05-01 16:10:00,19380
2024-05-01 16:10:00,2024-05-01 16:15:00,19463
2024-05-01 16:15:00,2024-05-01 16:20:00,19644
2024-05-01 16:20:00,2024-05-01 16:25:00,19745
2024-05-01 16:25:00,2024-05-01 16:30:00,20012
2024-05-01 16:30:00,2024-05-01 16:35:00,20198
2024-05-01 16:35:00,2024-05-01 16:40:00,20427
2024-05-01 16:40:00,2024-05-01 16:45:00,20556
2024-05-01 16:45:00,2024-05-01 16:50:00,20780
2024-05-01 16:50:00,2024-05-01 16:55:00,20962
2024-05-01 16:55:00,2024-05-01 17:00:00,21093
2024-05-01 17:00:00,2024-05-01 17:05:00,21247
2024-05-01 17:05:00,2024-05-01 17:10:00,21396
2024-05-01 17:10:00,2024-05-01 17:15:00,21644
2024-05-01 17:15:00,2024-05-01 17:20:00,21863
2024-05-01 17:20:00,2024-05-01 17:25:00,22043
2024-05-01 17:25:00,2024-05-01 17:30:00,22313
2024-05-01 17:30:00,2024-05-01 17:35:00,22523
2024-05-01 17:35:00,2024-05-01 17:40:00,22751
2024-05-01 17:40:00,2024-05-01 17:45:00,22944
2024-05-01 17:45:00,2024-05-01 17:50:00,23155
2024-05-01 17:50:00,2024-05-01 17:55:00,23223
2024-05-01 17:55:00,2024-05-01 18:00:00,23381
2024-05-01 18:00:00,2024-05-01 18:05:00,23562
2024-05-01 18:05:00,2024-05-01 18:10:00,23460
2024-05-01 18:10:00,2024-05-01 18:15:00,23499
2024-05-01 18:15:00,2024-05-01 18:20:00,23742
2024-05-01 18:20:00,2024-05-01 18:25:00,23962
2024-05-01 18:25:00,2024-05-01 18:30:00,24160
2024-05-01 18:30:00,2024-05-01 18:35:00,24339
2024-05-01 18:35:00,2024-05-01 18:40:00,24474
2024-05-01 18:40:00,2024-05-01 18:45:00,24639
2024-05-01 18:45:00,2024-05-01 18:50:00,24789
2024-05-01 18:50:00,2024-05-01 18:55:00,24916
2024-05-01 18:55:00,2024-05-01 19:00:00,25065
2024-05-01 19:00:00,2024-05-01 19:05:00,25221
2024-05-01 19:05:00,2024-05-01 19:10:00,25162
2024-05-01 19:10:00,2024-05-01 19:15:00,25252
2024-05-01 19:15:00,2024-05-01 19:20:00,25326
2024-05-01 19:20:00,2024-05-01 19:25:00,25473
2024-05-01 19:25:00,2024-05-01 19:30:00,25607
2024-05-01 19:30:00,2024-05-01 19:35:00,25708
2024-05-01 19:35:00,2024-05-01 19:40:00,25766
2024-05-01 19:40:00,2024-05-01 19:45:00,25937
2024-05-01 19:45:00,2024-05-01 19:50:00,26078
2024-05-01 19:50:00,2024-05-01 19:55:00,26195
2024-05-01 19:55:00,2024-05-01 20:00:00,26272
2024-05-01 20:00:00,2024-05-01 20:05:00,26352
2024-05-01 20:05:00,2024-05-01 20:10:00,26413
2024-05-01 20:10:00,2024-05-01 20:15:00,26470
2024-05-01 20:15:00,2024-05-01 20:20:00,26473
2024-05-01 20:20:00,2024-05-01 20:25:00,26544
2024-05-01 20:25:00,2024-05-01 20:30:00,26532
2024-05-01 20:30:00,2024-05-01 20:35:00,26426
2024-05-01 20:35:00,2024-05-01 20:40:00,26354
2024-05-01 20:40:00,2024-05-01 20:45:00,26268
2024-05-01 20:45:00,2024-05-01 20:50:00,26205
2024-05-01 20:50:00,2024-05-01 20:55:00,26179
2024-05-01 20:55:00,2024-05-01 21:00:00,26076
2024-05-01 21:00:00,2024-05-01 21:05:00,26004
2024-05-01 21:05:00,2024-05-01 21:10:00,26005
2024-05-01 21:10:00,2024-05-01 21:15:00,26075
2024-05-01 21:15:00,2024-05-01 21:20:00,26017
2024-05-01 21:20:00,2024-05-01 21:25:00,25952
2024-05-01 21:25:00,2024-05-01 21:30:00,25822
2024-05-01 21:30:00,2024-05-01 21:35:00,25675
2024-05-01 21:35:00,2024-05-01 21:40:00,25562
2024-05-01 21:40:00,2024-05-01 21:45:00,25454
2024-05-01 21:45:00,2024-05-01 21:50:00,25356
2024-05-01 21:50:00,2024-05-01 21:55:00,25251
2024-05-01 21:55:00,2024-05-01 22:00:00,25129
2024-05-01 22:00:00,2024-05-01 22:05:00,25003
2024-05-01 22:05:00,2024-05-01 22:10:00,24825
2024-05-01 22:10:00,2024-05-01 22:15:00,24673
2024-05-01 22:15:00,2024-05-01 22:20:00,24537
2024-05-01 22:20:00,2024-05-01 22:25:00,24349
2024-05-01 22:25:00,2024-05-01 22:30:00,24190
2024-05-01 22:30:00,2024-05-01 22:35:00,24063
2024-05-01 22:35:00,2024-05-01 22:40:00,23886
2024-05-01 22:40:00,2024-05-01 22:45:00,23752
2024-05-01 22:45:00,2024-05-01 22:50:00,23578
2024-05-01 22:50:00,2024-05-01 22:55:00,23430
2024-05-01 22:55:00,2024-05-01 23:00:00,23307
2024-05-01 23:00:00,2024-05-01 23:05:00,23144
2024-05-01 23:05:00,2024-05-01 23:10:00,23047
2024-05-01 23:10:00,2024-05-01 23:15:00,22964
2024-05-01 23:15:00,2024-05-01 23:20:00,22834
2024-05-01 23:20:00,2024-05-01 23:25:00,22699
2024-05-01 23:25:00,2024-05-01 23:30:00,22579
2024-05-01 23:30:00,2024-05-01 23:35:00,22457
2024-05-01 23:35:00,2024-05-01 23:40:00,22324
2024-05-01 23:40:00,2024-05-01 23:45:00,22186
2024-05-01 23:45:00,2024-05-01 23:50:00,22075
2024-05-01 23:50:00,2024-05-01 23:55:00,21953
2024-05-01 23:55:00,2024-05-02,21818
2024-05-02,2024-05-02 00:05:00,21744
2024-05-02 00:05:00,2024-05-02 00:10:00,21906
2024-05-02 00:10:00,2024-05-02 00:15:00,22002
2024-05-02 00:15:00,2024-05-02 00:20:00,21901
2024-05-02 00:20:00,2024-05-02 00:25:00,21909
2024-05-02 00:25:00,2024-05-02 00:30:00,21811
2024-05-02 00:30:00,2024-05-02 00:35:00,21681
2024-05-02 00:35:00,2024-05-02 00:40:00,21545
2024-05-02 00:40:00,2024-05-02 00:45:00,21498
2024-05-02 00:45:00,2024-05-02 00:50:00,21410
2024-05-02 00:50:00,2024-05-02 00:55:00,21300
2024-05-02 00:55:00,2024-05-02 01:00:00,21209
2024-05-02 01:00:00,2024-05-02 01:05:00,21175
2024-05-02 01:05:00,2024-05-02 01:10:00,21058
2024-05-02 01:10:00,2024-05-02 01:15:00,20899
2024-05-02 01:15:00,2024-05-02 01:20:00,20840
2024-05-02 01:20:00,2024-05-02 01:25:00,20761
2024-05-02 01:25:00,2024-05-02 01:30:00,20686
2024-05-02 01:30:00,2024-05-02 01:35:00,20626
2024-05-02 01:35:00,2024-05-02 01:40:00,20561
2024-05-02 01:40:00,2024-05-02 01:45:00,20490
2024-05-02 01:45:00,2024-05-02 01:50:00,20456
2024-05-02 01:50:00,2024-05-02 01:55:00,20350
2024-05-02 01:55:00,2024-05-02 02:00:00,20297
2024-05-02 02:00:00,2024-05-02 02:05:00,20217
2024-05-02 02:05:00,2024-05-02 02:10:00,20216
2024-05-02 02:10:00,2024-05-02 02:15:00,20168
2024-05-02 02:15:00,2024-05-02 02:20:00,20122
2024-05-02 02:20:00,2024-05-02 02:25:00,20036
2024-05-02 02:25:00,2024-05-02 02:30:00,20044
2024-05-02 02:30:00,2024-05-02 02:35:00,20019
2024-05-02 02:35:00,2024-05-02 02:40:00,19965
2024-05-02 02:40:00,2024-05-02 02:45:00,19880
2024-05-02 02:45:00,2024-05-02 02:50:00,19868
2024-05-02 02:50:00,2024-05-02 02:55:00,19833
2024-05-02 02:55:00,2024-05-02 03:00:00,19804
2024-05-02 03:00:00,2024-05-02 03:05:00,19746
2024-05-02 03:05:00,2024-05-02 03:10:00,19772
2024-05-02 03:10:00,2024-05-02 03:15:00,19762
2024-05-02 03:15:00,2024-05-02 03:20:00,19762
2024-05-02 03:20:00,2024-05-02 03:25:00,19726
2024-05-02 03:25:00,2024-05-02 03:30:00,19698
2024-05-02 03:30:00,2024-05-02 03:35:00,19729
2024-05-02 03:35:00,2024-05-02 03:40:00,19786
2024-05-02 03:40:00,2024-05-02 03:45:00,19791
2024-05-02 03:45:00,2024-05-02 03:50:00,19766
2024-05-02 03:50:00,2024-05-02 03:55:00,19798
2024-05-02 03:55:00,2024-05-02 04:00:00,19786
2024-05-02 04:00:00,2024-05-02 04:05:00,19777
2024-05-02 04:05:00,2024-05-02 04:10:00,19853
2024-05-02 04:10:00,2024-05-02 04:15:00,19942
2024-05-02 04:15:00,2024-05-02 04:20:00,20025
2024-05-02 04:20:00,2024-05-02 04:25:00,20055
2024-05-02 04:25:00,2024-05-02 04:30:00,20064
2024-05-02 04:30:00,2024-05-02 04:35:00,20095
2024-05-02 04:35:00,2024-05-02 04:40:00,20137
2024-05-02 04:40:00,2024-05-02 04:45:00,20166
2024-05-02 04:45:00,2024-05-02 04:50:00,20221
2024-05-02 04:50:00,2024-05-02 04:55:00,20237
2024-05-02 04:55:00,2024-05-02 05:00:00,20282
2024-05-02 05:00:00,2024-05-02 05:05:00,20386
2024-05-02 05:05:00,2024-05-02 05:10:00,20563
2024-05-02 05:10:00,2024-05-02 05:15:00,20865
2024-05-02 05:15:00,2024-05-02 05:20:00,21001
2024-05-02 05:20:00,2024-05-02 05:25:00,21102
2024-05-02 05:25:00,2024-05-02 05:30:00,21163
2024-05-02 05:30:00,2024-05-02 05:35:00,21265
2024-05-02 05:35:00,2024-05-02 05:40:00,21352
2024-05-02 05:40:00,2024-05-02 05:45:00,21500
2024-05-02 05:45:00,2024-05-02 05:50:00,21603
2024-05-02 05:50:00,2024-05-02 05:55:00,21701
2024-05-02 05:55:00,2024-05-02 06:00:00,21798
2024-05-02 06:00:00,2024-05-02 06:05:00,21859
2024-05-02 06:05:00,2024-05-02 06:10:00,22181
2024-05-02 06:10:00,2024-05-02 06:15:00,22434
2024-05-02 06:15:00,2024-05-02 06:20:00,22539
2024-05-02 06:20:00,2024-05-02 06:25:00,22626
2024-05-02 06:25:00,2024-05-02 06:30:00,22697
2024-05-02 06:30:00,2024-05-02 06:35:00,22728
2024-05-02 06:35:00,2024-05-02 06:40:00,22908
2024-05-02 06:40:00,2024-05-02 06:45:00,22898
2024-05-02 06:45:00,2024-05-02 06:50:00,22983
2024-05-02 06:50:00,2024-05-02 06:55:00,23196
2024-05-02 06:55:00,2024-05-02 07:00:00,23220
2024-05-02 07:00:00,2024-05-02 07:05:00,23319
2024-05-02 07:05:00,2024-05-02 07:10:00,23423
2024-05-02 07:10:00,2024-05-02 07:15:00,23632
2024-05-02 07:15:00,2024-05-02 07:20:00,23631
2024-05-02 07:20:00,2024-05-02 07:25:00,23671
2024-05-02 07:25:00,2024-05-02 07:30:00,23587
2024-05-02 07:30:00,2024-05-02 07:35:00,23543
2024-05-02 07:35:00,2024-05-02 07:40:00,23437
2024-05-02 07:40:00,2024-05-02 07:45:00,23349
2024-05-02 07:45:00,2024-05-02 07:50:00,23227
2024-05-02 07:50:00,2024-05-02 07:55:00,23224
2024-05-02 07:55:00,2024-05-02 08:00:00,23125
2024-05-02 08:00:00,2024-05-02 08:05:00,23037
