interval_start_utc,interval_end_utc,solare,batterie,import - export,produzione_rimanente,total_gross_mix,total_net_mix
2024-05-26T12:00:00Z,2024-05-26T12:05:00Z,25,1003,4160,14564,19752,19752
2024-05-26T12:05:00Z,2024-05-26T12:10:00Z,27,1394,3950,14412,19783,19783
2024-05-26T12:10:00Z,2024-05-26T12:15:00Z,28,1655,3869,14238,19790,19790
2024-05-26T12:15:00Z,2024-05-26T12:20:00Z,31,1689,3924,14181,19825,19825
2024-05-26T12:20:00Z,2024-05-26T12:25:00Z,32,1716,3909,14203,19860,19860
2024-05-26T12:25:00Z,2024-05-26T12:30:00Z,31,1699,4174,13935,19839,19839
2024-05-26T12:30:00Z,2024-05-26T12:35:00Z,32,1683,4321,13794,19830,19830
2024-05-26T12:35:00Z,2024-05-26T12:40:00Z,33,1672,4350,13785,19840,19840
2024-05-26T12:40:00Z,2024-05-26T12:45:00Z,43,1648,4319,13827,19837,19837
2024-05-26T12:45:00Z,2024-05-26T12:50:00Z,73,1555,4281,13886,19795,19795
2024-05-26T12:50:00Z,2024-05-26T12:55:00Z,154,1473,4231,13879,19737,19737
2024-05-26T12:55:00Z,2024-05-26T13:00:00Z,288,1419,4107,13847,19661,19661
2024-05-26T13:00:00Z,2024-05-26T13:05:00Z,499,1395,3918,13785,19597,19597
2024-05-26T13:05:00Z,2024-05-26T13:10:00Z,823,1507,3746,13599,19675,19675
2024-05-26T13:10:00Z,2024-05-26T13:15:00Z,1232,1508,3497,13509,19746,19746
2024-05-26T13:15:00Z,2024-05-26T13:20:00Z,1697,1406,3184,13425,19712,19712
2024-05-26T13:20:00Z,2024-05-26T13:25:00Z,2234,1111,3041,13272,19658,19658
2024-05-26T13:25:00Z,2024-05-26T13:30:00Z,2821,838,2898,13032,19589,19589
2024-05-26T13:30:00Z,2024-05-26T13:35:00Z,3480,545,2747,12802,19574,19574
2024-05-26T13:35:00Z,2024-05-26T13:40:00Z,4184,284,2414,12710,19592,19592
2024-05-26T13:40:00Z,2024-05-26T13:45:00Z,4844,120,2034,12589,19587,19587
2024-05-26T13:45:00Z,2024-05-26T13:50:00Z,5338,1,1907,12241,19487,19487
2024-05-26T13:50:00Z,2024-05-26T13:55:00Z,5772,-127,1719,12119,19610,19483
2024-05-26T13:55:00Z,2024-05-26T14:00:00Z,6324,-424,1627,11936,19887,19463
2024-05-26T14:00:00Z,2024-05-26T14:05:00Z,6995,-778,1520,11714,20229,19451
2024-05-26T14:05:00Z,2024-05-26T14:10:00Z,7726,-225,1045,11043,19814,19589
2024-05-26T14:10:00Z,2024-05-26T14:15:00Z,8422,226,664,10232,19544,19544
2024-05-26T14:15:00Z,2024-05-26T14:20:00Z,9029,24,412,10024,19489,19489
2024-05-26T14:20:00Z,2024-05-26T14:25:00Z,9551,-505,390,9903,19844,19339
2024-05-26T14:25:00Z,2024-05-26T14:30:00Z,9768,-781,549,9768,20085,19304
2024-05-26T14:30:00Z,2024-05-26T14:35:00Z,10137,-1215,556,9755,20448,19233
2024-05-26T14:35:00Z,2024-05-26T14:40:00Z,10482,-1464,522,9656,20660,19196
2024-05-26T14:40:00Z,2024-05-26T14:45:00Z,10514,-1476,505,9624,20643,19167
2024-05-26T14:45:00Z,2024-05-26T14:50:00Z,10676,-1621,371,9586,20633,19012
2024-05-26T14:50:00Z,2024-05-26T14:55:00Z,10829,-1937,435,9545,20809,18872
2024-05-26T14:55:00Z,2024-05-26T15:00:00Z,10768,-2094,648,9444,20860,18766
2024-05-26T15:00:00Z,2024-05-26T15:05:00Z,10956,-2102,584,9362,20902,18800
2024-05-26T15:05:00Z,2024-05-26T15:10:00Z,11644,-2637,425,9391,21460,18823
2024-05-26T15:10:00Z,2024-05-26T15:15:00Z,11997,-2732,237,9273,21507,18775
2024-05-26T15:15:00Z,2024-05-26T15:20:00Z,12180,-2826,166,9171,21517,18691
2024-05-26T15:20:00Z,2024-05-26T15:25:00Z,12239,-2773,97,9079,21415,18642
2024-05-26T15:25:00Z,2024-05-26T15:30:00Z,12376,-2710,-112,8960,21336,18514
2024-05-26T15:30:00Z,2024-05-26T15:35:00Z,12562,-2774,-290,8876,21438,18374
2024-05-26T15:35:00Z,2024-05-26T15:40:00Z,12555,-2850,-215,8796,21351,18286
2024-05-26T15:40:00Z,2024-05-26T15:45:00Z,12560,-2890,-195,8685,21245,18160
2024-05-26T15:45:00Z,2024-05-26T15:50:00Z,12481,-2664,-332,8582,21063,18067
2024-05-26T15:50:00Z,2024-05-26T15:55:00Z,12693,-2785,-446,8477,21170,17939
2024-05-26T15:55:00Z,2024-05-26T16:00:00Z,12778,-2754,-562,8370,21148,17832
2024-05-26T16:00:00Z,2024-05-26T16:05:00Z,12973,-2728,-767,8238,21211,17716
2024-05-26T16:05:00Z,2024-05-26T16:10:00Z,12976,-2705,-558,8061,21037,17774
2024-05-26T16:10:00Z,2024-05-26T16:15:00Z,13209,-2490,-858,7997,21206,17858
2024-05-26T16:15:00Z,2024-05-26T16:20:00Z,13547,-2528,-1220,7942,21489,17741
2024-05-26T16:20:00Z,2024-05-26T16:25:00Z,13363,-2429,-1196,7904,21267,17642
2024-05-26T16:25:00Z,2024-05-26T16:30:00Z,13288,-2373,-1260,7825,21113,17480
2024-05-26T16:30:00Z,2024-05-26T16:35:00Z,13325,-2366,-1301,7747,21072,17405
2024-05-26T16:35:00Z,2024-05-26T16:40:00Z,13452,-2477,-1398,7682,21134,17259
2024-05-26T16:40:00Z,2024-05-26T16:45:00Z,13585,-2577,-1479,7664,21249,17193
2024-05-26T16:45:00Z,2024-05-26T16:50:00Z,13655,-2801,-1481,7632,21287,17005
2024-05-26T16:50:00Z,2024-05-26T16:55:00Z,13608,-2758,-1522,7578,21186,16906
2024-05-26T16:55:00Z,2024-05-26T17:00:00Z,13574,-2696,-1602,7510,21084,16786
2024-05-26T17:00:00Z,2024-05-26T17:05:00Z,13585,-2650,-1713,7475,21060,16697
2024-05-26T17:05:00Z,2024-05-26T17:10:00Z,13762,-3166,-1506,7476,21238,16566
2024-05-26T17:10:00Z,2024-05-26T17:15:00Z,13892,-3247,-1606,7529,21421,16568
2024-05-26T17:15:00Z,2024-05-26T17:20:00Z,13985,-3269,-1778,7518,21503,16456
2024-05-26T17:20:00Z,2024-05-26T17:25:00Z,14046,-3366,-1832,7491,21537,16339
2024-05-26T17:25:00Z,2024-05-26T17:30:00Z,14015,-3539,-1772,7490,21505,16194
2024-05-26T17:30:00Z,2024-05-26T17:35:00Z,14012,-3502,-1825,7414,21426,16099
2024-05-26T17:35:00Z,2024-05-26T17:40:00Z,13959,-3478,-1917,7401,21360,15965
2024-05-26T17:40:00Z,2024-05-26T17:45:00Z,13854,-3328,-2080,7394,21248,15840
2024-05-26T17:45:00Z,2024-05-26T17:50:00Z,13802,-3254,-2160,7366,21168,15754
2024-05-26T17:50:00Z,2024-05-26T17:55:00Z,13831,-3262,-2305,7357,21188,15621
2024-05-26T17:55:00Z,2024-05-26T18:00:00Z,13744,-3292,-2400,7357,21101,15409
2024-05-26T18:00:00Z,2024-05-26T18:05:00Z,13765,-3364,-2432,7328,21093,15297
2024-05-26T18:05:00Z,2024-05-26T18:10:00Z,13868,-3891,-2015,7383,21251,15345
2024-05-26T18:10:00Z,2024-05-26T18:15:00Z,13946,-3894,-2147,7369,21315,15274
2024-05-26T18:15:00Z,2024-05-26T18:20:00Z,13987,-3988,-2176,7365,21352,15188
2024-05-26T18:20:00Z,2024-05-26T18:25:00Z,13942,-3954,-2273,7363,21305,15078
2024-05-26T18:25:00Z,2024-05-26T18:30:00Z,13730,-3784,-2301,7330,21060,14975
2024-05-26T18:30:00Z,2024-05-26T18:35:00Z,13718,-3742,-2433,7348,21066,14891
2024-05-26T18:35:00Z,2024-05-26T18:40:00Z,13710,-4032,-2244,7342,21052,14776
2024-05-26T18:40:00Z,2024-05-26T18:45:00Z,13743,-4046,-2324,7328,21071,14701
2024-05-26T18:45:00Z,2024-05-26T18:50:00Z,13607,-3824,-2477,7313,20920,14619
2024-05-26T18:50:00Z,2024-05-26T18:55:00Z,13549,-3779,-2507,7302,20851,14565
2024-05-26T18:55:00Z,2024-05-26T19:00:00Z,13546,-3778,-2576,7258,20804,14450
2024-05-26T19:00:00Z,2024-05-26T19:05:00Z,13622,-3676,-2770,7251,20873,14427
2024-05-26T19:05:00Z,2024-05-26T19:10:00Z,13572,-3901,-2752,7223,20795,14142
2024-05-26T19:10:00Z,2024-05-26T19:15:00Z,13635,-4123,-2773,7295,20930,14034
2024-05-26T19:15:00Z,2024-05-26T19:20:00Z,13595,-4004,-2856,7268,20863,14003
2024-05-26T19:20:00Z,2024-05-26T19:25:00Z,13588,-3819,-3078,7257,20845,13948
2024-05-26T19:25:00Z,2024-05-26T19:30:00Z,13440,-3721,-3077,7237,20677,13879
2024-05-26T19:30:00Z,2024-05-26T19:35:00Z,13395,-3576,-3161,7194,20589,13852
2024-05-26T19:35:00Z,2024-05-26T19:40:00Z,13449,-3600,-3252,7178,20627,13775
2024-05-26T19:40:00Z,2024-05-26T19:45:00Z,13500,-3663,-3283,7180,20680,13734
2024-05-26T19:45:00Z,2024-05-26T19:50:00Z,13527,-3686,-3312,7175,20702,13704
2024-05-26T19:50:00Z,2024-05-26T19:55:00Z,13585,-3604,-3469,7208,20793,13720
2024-05-26T19:55:00Z,2024-05-26T20:00:00Z,13607,-3663,-3435,7164,20771,13673
2024-05-26T20:00:00Z,2024-05-26T20:05:00Z,13680,-3570,-3585,7168,20848,13693
2024-05-26T20:05:00Z,2024-05-26T20:10:00Z,13615,-3475,-3638,7261,20876,13763
2024-05-26T20:10:00Z,2024-05-26T20:15:00Z,13670,-3415,-3732,7346,21016,13869
2024-05-26T20:15:00Z,2024-05-26T20:20:00Z,13577,-3410,-3650,7285,20862,13802
2024-05-26T20:20:00Z,2024-05-26T20:25:00Z,13527,-3284,-3675,7180,20707,13748
2024-05-26T20:25:00Z,2024-05-26T20:30:00Z,13467,-3111,-3785,7196,20663,13767
2024-05-26T20:30:00Z,2024-05-26T20:35:00Z,13449,-3037,-3857,7213,20662,13768
2024-05-26T20:35:00Z,2024-05-26T20:40:00Z,13482,-2980,-3960,7204,20686,13746
2024-05-26T20:40:00Z,2024-05-26T20:45:00Z,13498,-3013,-3990,7265,20763,13760
2024-05-26T20:45:00Z,2024-05-26T20:50:00Z,13483,-3043,-3969,7311,20794,13782
2024-05-26T20:50:00Z,2024-05-26T20:55:00Z,13384,-2859,-3983,7297,20681,13839
2024-05-26T20:55:00Z,2024-05-26T21:00:00Z,13441,-2898,-4005,7354,20795,13892
2024-05-26T21:00:00Z,2024-05-26T21:05:00Z,13470,-3021,-3928,7384,20854,13905
2024-05-26T21:05:00Z,2024-05-26T21:10:00Z,13461,-3109,-3806,7302,20763,13848
2024-05-26T21:10:00Z,2024-05-26T21:15:00Z,13442,-3095,-3658,7222,20664,13911
2024-05-26T21:15:00Z,2024-05-26T21:20:00Z,13495,-3010,-3779,7246,20741,13952
2024-05-26T21:20:00Z,2024-05-26T21:25:00Z,13629,-3039,-3857,7246,20875,13979
2024-05-26T21:25:00Z,2024-05-26T21:30:00Z,13150,-2613,-3713,7248,20398,14072
2024-05-26T21:30:00Z,2024-05-26T21:35:00Z,12917,-2226,-3815,7309,20226,14185
2024-05-26T21:35:00Z,2024-05-26T21:40:00Z,12897,-2127,-3863,7360,20257,14267
2024-05-26T21:40:00Z,2024-05-26T21:45:00Z,12950,-2248,-3740,7408,20358,14370
2024-05-26T21:45:00Z,2024-05-26T21:50:00Z,12912,-2186,-3712,7404,20316,14418
2024-05-26T21:50:00Z,2024-05-26T21:55:00Z,12918,-2160,-3728,7456,20374,14486
2024-05-26T21:55:00Z,2024-05-26T22:00:00Z,12941,-2153,-3703,7548,20489,14633
2024-05-26T22:00:00Z,2024-05-26T22:05:00Z,12971,-2075,-3751,7629,20600,14774
2024-05-26T22:05:00Z,2024-05-26T22:10:00Z,12796,-2066,-3550,7746,20542,14926
2024-05-26T22:10:00Z,2024-05-26T22:15:00Z,12646,-1830,-3541,7774,20420,15049
2024-05-26T22:15:00Z,2024-05-26T22:20:00Z,12568,-1747,-3512,7887,20455,15196
2024-05-26T22:20:00Z,2024-05-26T22:25:00Z,12667,-1461,-3849,8036,20703,15393
2024-05-26T22:25:00Z,2024-05-26T22:30:00Z,12692,-1365,-3909,8103,20795,15521
2024-05-26T22:30:00Z,2024-05-26T22:35:00Z,12734,-1260,-3956,8174,20908,15692
2024-05-26T22:35:00Z,2024-05-26T22:40:00Z,12644,-1132,-3969,8273,20917,15816
2024-05-26T22:40:00Z,2024-05-26T22:45:00Z,12674,-1083,-3945,8332,21006,15978
2024-05-26T22:45:00Z,2024-05-26T22:50:00Z,12762,-1029,-3957,8398,21160,16174
2024-05-26T22:50:00Z,2024-05-26T22:55:00Z,12786,-960,-3925,8504,21290,16405
2024-05-26T22:55:00Z,2024-05-26T23:00:00Z,12856,-929,-3895,8571,21427,16603
2024-05-26T23:00:00Z,2024-05-26T23:05:00Z,12867,-1008,-3847,8598,21465,16610
2024-05-26T23:05:00Z,2024-05-26T23:10:00Z,12840,-1110,-3970,8691,21531,16451
2024-05-26T23:10:00Z,2024-05-26T23:15:00Z,13000,-1306,-3905,8861,21861,16650
2024-05-26T23:15:00Z,2024-05-26T23:20:00Z,12997,-1313,-3755,8911,21908,16840
2024-05-26T23:20:00Z,2024-05-26T23:25:00Z,12803,-1155,-3596,8964,21767,17016
2024-05-26T23:25:00Z,2024-05-26T23:30:00Z,12722,-978,-3497,8972,21694,17219
2024-05-26T23:30:00Z,2024-05-26T23:35:00Z,12755,-836,-3458,8970,21725,17431
2024-05-26T23:35:00Z,2024-05-26T23:40:00Z,12804,-792,-3377,9068,21872,17703
2024-05-26T23:40:00Z,2024-05-26T23:45:00Z,12839,-746,-3341,9162,22001,17914
2024-05-26T23:45:00Z,2024-05-26T23:50:00Z,12860,-753,-3199,9232,22092,18140
2024-05-26T23:50:00Z,2024-05-26T23:55:00Z,12957,-770,-3124,9235,22192,18298
2024-05-26T23:55:00Z,2024-05-27T00:00:00Z,12856,-688,-2969,9329,22185,18528
2024-05-27T00:00:00Z,2024-05-27T00:05:00Z,12561,-709,-2630,9518,22079,18740
2024-05-27T00:05:00Z,2024-05-27T00:10:00Z,12305,-407,-2681,9753,22058,18970
2024-05-27T00:10:00Z,2024-05-27T00:15:00Z,12398,-206,-2740,9842,22240,19294
2024-05-27T00:15:00Z,2024-05-27T00:20:00Z,12367,-45,-2702,9875,22242,19495
2024-05-27T00:20:00Z,2024-05-27T00:25:00Z,12457,-2,-2716,10020,22477,19759
2024-05-27T00:25:00Z,2024-05-27T00:30:00Z,12461,-88,-2605,10202,22663,19970
2024-05-27T00:30:00Z,2024-05-27T00:35:00Z,12492,-55,-2495,10272,22764,20214
2024-05-27T00:35:00Z,2024-05-27T00:40:00Z,12237,407,-2528,10359,23003,20475
2024-05-27T00:40:00Z,2024-05-27T00:45:00Z,12476,575,-2726,10427,23478,20752
2024-05-27T00:45:00Z,2024-05-27T00:50:00Z,12676,317,-2735,10630,23623,20888
2024-05-27T00:50:00Z,2024-05-27T00:55:00Z,12625,494,-3165,11210,24329,21164
2024-05-27T00:55:00Z,2024-05-27T01:00:00Z,12622,542,-3091,11316,24480,21389
2024-05-27T01:00:00Z,2024-05-27T01:05:00Z,12696,149,-2936,11620,24465,21529
2024-05-27T01:05:00Z,2024-05-27T01:10:00Z,12410,-291,-2781,12087,24497,21425
2024-05-27T01:10:00Z,2024-05-27T01:15:00Z,11947,-199,-2346,12166,24113,21568
2024-05-27T01:15:00Z,2024-05-27T01:20:00Z,11345,42,-1931,12313,23700,21769
2024-05-27T01:20:00Z,2024-05-27T01:25:00Z,10684,701,-2181,12770,24155,21974
2024-05-27T01:25:00Z,2024-05-27T01:30:00Z,9990,847,-1647,12891,23728,22081
2024-05-27T01:30:00Z,2024-05-27T01:35:00Z,9303,891,-837,12942,23136,22299
2024-05-27T01:35:00Z,2024-05-27T01:40:00Z,8628,1074,-414,13140,22842,22428
2024-05-27T01:40:00Z,2024-05-27T01:45:00Z,7862,1645,-310,13369,22876,22566
2024-05-27T01:45:00Z,2024-05-27T01:50:00Z,7136,2149,-47,13484,22769,22722
2024-05-27T01:50:00Z,2024-05-27T01:55:00Z,6406,2443,297,13670,22816,22816
2024-05-27T01:55:00Z,2024-05-27T02:00:00Z,5686,2622,774,13791,22873,22873
2024-05-27T02:00:00Z,2024-05-27T02:05:00Z,4954,3113,919,13952,22938,22938
2024-05-27T02:05:00Z,2024-05-27T02:10:00Z,4223,4208,283,14199,22913,22913
2024-05-27T02:10:00Z,2024-05-27T02:15:00Z,3481,4742,414,14274,22911,22911
2024-05-27T02:15:00Z,2024-05-27T02:20:00Z,2767,4995,746,14395,22903,22903
2024-05-27T02:20:00Z,2024-05-27T02:25:00Z,2310,5178,967,14701,23156,23156
2024-05-27T02:25:00Z,2024-05-27T02:30:00Z,1849,5423,1112,14989,23373,23373
2024-05-27T02:30:00Z,2024-05-27T02:35:00Z,1451,5645,1153,15329,23578,23578
2024-05-27T02:35:00Z,2024-05-27T02:40:00Z,1116,5850,1324,15433,23723,23723
2024-05-27T02:40:00Z,2024-05-27T02:45:00Z,759,5766,1454,15661,23640,23640
2024-05-27T02:45:00Z,2024-05-27T02:50:00Z,553,5753,1576,15821,23703,23703
2024-05-27T02:50:00Z,2024-05-27T02:55:00Z,413,5809,1693,15937,23852,23852
2024-05-27T02:55:00Z,2024-05-27T03:00:00Z,289,5729,1727,16131,23876,23876
2024-05-27T03:00:00Z,2024-05-27T03:05:00Z,232,5709,1855,16193,23989,23989
2024-05-27T03:05:00Z,2024-05-27T03:10:00Z,189,6197,1437,16221,24044,24044
2024-05-27T03:10:00Z,2024-05-27T03:15:00Z,167,6259,1485,16184,24095,24095
2024-05-27T03:15:00Z,2024-05-27T03:20:00Z,158,6206,1685,16122,24171,24171
2024-05-27T03:20:00Z,2024-05-27T03:25:00Z,139,6364,1780,15977,24260,24260
2024-05-27T03:25:00Z,2024-05-27T03:30:00Z,130,6546,1731,15936,24343,24343
2024-05-27T03:30:00Z,2024-05-27T03:35:00Z,128,6618,1715,15918,24379,24379
2024-05-27T03:35:00Z,2024-05-27T03:40:00Z,123,6546,1652,16073,24394,24394
2024-05-27T03:40:00Z,2024-05-27T03:45:00Z,121,6470,1722,16091,24404,24404
2024-05-27T03:45:00Z,2024-05-27T03:50:00Z,120,6447,1797,16041,24405,24405
2024-05-27T03:50:00Z,2024-05-27T03:55:00Z,119,6367,1917,15971,24374,24374
2024-05-27T03:55:00Z,2024-05-27T04:00:00Z,120,6322,1961,15956,24359,24359
2024-05-27T04:00:00Z,2024-05-27T04:05:00Z,121,6281,1983,15943,24328,24328
2024-05-27T04:05:00Z,2024-05-27T04:10:00Z,116,6047,2123,16057,24343,24343
2024-05-27T04:10:00Z,2024-05-27T04:15:00Z,107,5966,2188,16109,24370,24370
2024-05-27T04:15:00Z,2024-05-27T04:20:00Z,98,5889,2216,16146,24349,24349
2024-05-27T04:20:00Z,2024-05-27T04:25:00Z,88,5697,2418,16147,24350,24350
2024-05-27T04:25:00Z,2024-05-27T04:30:00Z,84,5626,2552,16074,24336,24336
2024-05-27T04:30:00Z,2024-05-27T04:35:00Z,81,5507,2731,15951,24270,24270
2024-05-27T04:35:00Z,2024-05-27T04:40:00Z,79,5457,2873,15876,24285,24285
2024-05-27T04:40:00Z,2024-05-27T04:45:00Z,80,5406,3063,15672,24221,24221
2024-05-27T04:45:00Z,2024-05-27T04:50:00Z,79,5319,3156,15586,24140,24140
2024-05-27T04:50:00Z,2024-05-27T04:55:00Z,80,5210,3250,15530,24070,24070
2024-05-27T04:55:00Z,2024-05-27T05:00:00Z,79,5038,3380,15505,24002,24002
2024-05-27T05:00:00Z,2024-05-27T05:05:00Z,81,4892,3438,15537,23948,23948
2024-05-27T05:05:00Z,2024-05-27T05:10:00Z,81,4290,3864,15763,23998,23998
2024-05-27T05:10:00Z,2024-05-27T05:15:00Z,85,4006,4067,15772,23930,23930
2024-05-27T05:15:00Z,2024-05-27T05:20:00Z,89,3894,4149,15714,23846,23846
2024-05-27T05:20:00Z,2024-05-27T05:25:00Z,95,3648,4349,15611,23703,23703
2024-05-27T05:25:00Z,2024-05-27T05:30:00Z,101,3510,4415,15574,23600,23600
2024-05-27T05:30:00Z,2024-05-27T05:35:00Z,113,3381,4485,15492,23471,23471
2024-05-27T05:35:00Z,2024-05-27T05:40:00Z,117,3321,4543,15357,23338,23338
2024-05-27T05:40:00Z,2024-05-27T05:45:00Z,119,3134,4695,15273,23221,23221
2024-05-27T05:45:00Z,2024-05-27T05:50:00Z,119,2827,4944,15244,23134,23134
2024-05-27T05:50:00Z,2024-05-27T05:55:00Z,121,2732,4922,15229,23004,23004
2024-05-27T05:55:00Z,2024-05-27T06:00:00Z,121,2550,4999,15230,22900,22900
2024-05-27T06:00:00Z,2024-05-27T06:05:00Z,156,2314,5100,15242,22812,22812
2024-05-27T06:05:00Z,2024-05-27T06:10:00Z,113,2098,5142,15308,22661,22661
2024-05-27T06:10:00Z,2024-05-27T06:15:00Z,113,1866,5332,15256,22567,22567
2024-05-27T06:15:00Z,2024-05-27T06:20:00Z,114,1566,5488,15225,22393,22393
2024-05-27T06:20:00Z,2024-05-27T06:25:00Z,114,1780,5285,15124,22303,22303
2024-05-27T06:25:00Z,2024-05-27T06:30:00Z,114,1519,5431,15085,22149,22149
2024-05-27T06:30:00Z,2024-05-27T06:35:00Z,117,1214,5526,15139,21996,21996
2024-05-27T06:35:00Z,2024-05-27T06:40:00Z,122,946,5585,15180,21833,21833
2024-05-27T06:40:00Z,2024-05-27T06:45:00Z,126,753,5626,15167,21672,21672
2024-05-27T06:45:00Z,2024-05-27T06:50:00Z,126,551,5694,15164,21535,21535
2024-05-27T06:50:00Z,2024-05-27T06:55:00Z,125,491,5618,15165,21399,21399
2024-05-27T06:55:00Z,2024-05-27T07:00:00Z,121,306,5703,15131,21261,21261
2024-05-27T07:00:00Z,2024-05-27T07:05:00Z,114,400,5457,15077,21048,21048
2024-05-27T07:05:00Z,2024-05-27T07:10:00Z,110,1195,5031,14785,21121,21121
2024-05-27T07:10:00Z,2024-05-27T07:15:00Z,107,1422,4855,14742,21126,21126
2024-05-27T07:15:00Z,2024-05-27T07:20:00Z,108,1574,4648,14659,20989,20989
2024-05-27T07:20:00Z,2024-05-27T07:25:00Z,109,1442,4610,14743,20904,20904
2024-05-27T07:25:00Z,2024-05-27T07:30:00Z,114,1180,4619,14907,20820,20820
2024-05-27T07:30:00Z,2024-05-27T07:35:00Z,114,1059,4668,14888,20729,20729
2024-05-27T07:35:00Z,2024-05-27T07:40:00Z,115,910,4781,14833,20639,20639
2024-05-27T07:40:00Z,2024-05-27T07:45:00Z,114,862,4828,14736,20540,20540
2024-05-27T07:45:00Z,2024-05-27T07:50:00Z,116,874,4881,14581,20452,20452
2024-05-27T07:50:00Z,2024-05-27T07:55:00Z,117,797,4883,14556,20353,20353
2024-05-27T07:55:00Z,2024-05-27T08:00:00Z,114,741,4859,14567,20281,20281
2024-05-27T08:00:00Z,2024-05-27T08:05:00Z,114,730,4809,14557,20210,20210
2024-05-27T08:05:00Z,2024-05-27T08:10:00Z,116,597,4794,14596,20103,20103
2024-05-27T08:10:00Z,2024-05-27T08:15:00Z,115,575,4859,14502,20051,20051
2024-05-27T08:15:00Z,2024-05-27T08:20:00Z,114,581,4882,14398,19975,19975
2024-05-27T08:20:00Z,2024-05-27T08:25:00Z,112,452,4956,14383,19903,19903
2024-05-27T08:25:00Z,2024-05-27T08:30:00Z,110,310,5123,14296,19839,19839
2024-05-27T08:30:00Z,2024-05-27T08:35:00Z,112,202,5264,14193,19771,19771
2024-05-27T08:35:00Z,2024-05-27T08:40:00Z,112,144,5270,14182,19708,19708
2024-05-27T08:40:00Z,2024-05-27T08:45:00Z,115,154,5250,14143,19662,19662
2024-05-27T08:45:00Z,2024-05-27T08:50:00Z,119,156,5146,14163,19584,19584
2024-05-27T08:50:00Z,2024-05-27T08:55:00Z,125,174,5037,14185,19521,19521
2024-05-27T08:55:00Z,2024-05-27T09:00:00Z,129,160,4982,14172,19443,19443
2024-05-27T09:00:00Z,2024-05-27T09:05:00Z,131,213,4931,14115,19390,19390
2024-05-27T09:05:00Z,2024-05-27T09:10:00Z,133,193,4989,14081,19396,19396
2024-05-27T09:10:00Z,2024-05-27T09:15:00Z,136,232,4942,14041,19351,19351
2024-05-27T09:15:00Z,2024-05-27T09:20:00Z,139,137,5015,14006,19297,19297
2024-05-27T09:20:00Z,2024-05-27T09:25:00Z,142,98,5034,13956,19230,19230
2024-05-27T09:25:00Z,2024-05-27T09:30:00Z,145,77,5025,13926,19173,19173
2024-05-27T09:30:00Z,2024-05-27T09:35:00Z,149,52,4951,13927,19079,19079
2024-05-27T09:35:00Z,2024-05-27T09:40:00Z,152,60,4920,13910,19042,19042
2024-05-27T09:40:00Z,2024-05-27T09:45:00Z,156,37,4943,13878,19014,19014
2024-05-27T09:45:00Z,2024-05-27T09:50:00Z,158,16,4911,13881,18966,18966
2024-05-27T09:50:00Z,2024-05-27T09:55:00Z,158,4,4907,13858,18927,18927
2024-05-27T09:55:00Z,2024-05-27T10:00:00Z,158,41,4877,13819,18895,18895
2024-05-27T10:00:00Z,2024-05-27T10:05:00Z,157,80,4814,13795,18846,18846
2024-05-27T10:05:00Z,2024-05-27T10:10:00Z,154,190,4855,13773,18972,18972
2024-05-27T10:10:00Z,2024-05-27T10:15:00Z,152,346,4842,13770,19110,19110
2024-05-27T10:15:00Z,2024-05-27T10:20:00Z,149,384,4787,13761,19081,19081
2024-05-27T10:20:00Z,2024-05-27T10:25:00Z,144,344,4864,13742,19094,19094
2024-05-27T10:25:00Z,2024-05-27T10:30:00Z,141,339,4877,13710,19067,19067
2024-05-27T10:30:00Z,2024-05-27T10:35:00Z,137,317,4863,13706,19023,19023
2024-05-27T10:35:00Z,2024-05-27T10:40:00Z,133,328,4869,13683,19013,19013
2024-05-27T10:40:00Z,2024-05-27T10:45:00Z,129,347,4921,13604,19001,19001
2024-05-27T10:45:00Z,2024-05-27T10:50:00Z,125,360,4916,13573,18974,18974
2024-05-27T10:50:00Z,2024-05-27T10:55:00Z,122,366,4914,13565,18967,18967
2024-05-27T10:55:00Z,2024-05-27T11:00:00Z,121,410,4870,13532,18933,18933
2024-05-27T11:00:00Z,2024-05-27T11:05:00Z,119,386,4831,13504,18840,18840
2024-05-27T11:05:00Z,2024-05-27T11:10:00Z,114,396,4870,13427,18807,18807
2024-05-27T11:10:00Z,2024-05-27T11:15:00Z,105,420,4873,13423,18821,18821
2024-05-27T11:15:00Z,2024-05-27T11:20:00Z,98,460,4866,13391,18815,18815
2024-05-27T11:20:00Z,2024-05-27T11:25:00Z,87,433,4930,13346,18796,18796
2024-05-27T11:25:00Z,2024-05-27T11:30:00Z,77,392,4999,13306,18774,18774
2024-05-27T11:30:00Z,2024-05-27T11:35:00Z,69,402,4974,13297,18742,18742
2024-05-27T11:35:00Z,2024-05-27T11:40:00Z,67,374,5012,13285,18738,18738
2024-05-27T11:40:00Z,2024-05-27T11:45:00Z,62,412,5063,13229,18766,18766
2024-05-27T11:45:00Z,2024-05-27T11:50:00Z,57,422,5123,13205,18807,18807
2024-05-27T11:50:00Z,2024-05-27T11:55:00Z,55,430,5138,13167,18790,18790
2024-05-27T11:55:00Z,2024-05-27T12:00:00Z,55,385,5196,13150,18786,18786
2024-05-27T12:00:00Z,2024-05-27T12:05:00Z,54,395,5225,13112,18786,18786
2024-05-27T12:05:00Z,2024-05-27T12:10:00Z,48,795,5080,13023,18946,18946
